n_number,mode_s_hex,model_code,model_name,manufacturer,owner_name,owner_city,owner_state,match_reasons,confidence,type_aircraft,type_engine,status_code
308AC,A33D0D,1145004,AS350B3,AMERICAN EUROCOPTER CORP,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UT,Model: AS350B3,medium,6,3,V
308EH,A33D76,7640120,Unknown,Unknown,LOS ANGELES HELICOPTERS INC,LOS ANGELES,CA,Owner name keyword,low,6,1,V
308HK,A33DC3,061003A,Unknown,Unknown,GENERAL ATOMICS AERONAUTICAL SYSTEMS INC,POWAY,CA,Owner name keyword,low,4,2,V
308MP,A33E2B,1145005,AS350B3,AIRBUS HELICOPTERS INC,MIAMI-DADE SHERIFFS OFFICE,DORAL,FL,Model: AS350B3,medium,6,3,V
308NE,A33E3B,1182215,Unknown,Unknown,MED TRANS CORP,DENTON,TX,Owner name keyword,low,6,3,V
308PH,A33E57,5620027,Unknown,Unknown,PHI HEALTH LLC,LAFAYETTE,LA,Owner name keyword,low,6,3,V
308RF,A33E87,06102DF,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,7,V
3090A,A3431A,7104402,Unknown,Unknown,FLIGHT TRAINING AIRCRAFT LLC,WILMINGTON,DE,Owner name keyword,low,5,1,V
3094J,A343AE,5190006,Unknown,Unknown,NOT YET NAMED BALLOONS LLC,GENOA CITY,WI,Owner name keyword,low,2,0,V
309MP,A341E2,1145005,AS350B3,AIRBUS HELICOPTERS INC,MIAMI-DADE SHERIFFS OFFICE,DORAL,FL,Model: AS350B3,medium,6,3,V
309PH,A3420E,5620027,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
309RF,A3423E,06102D8,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,7,V
30EH,A31D65,0260101,A109E,AGUSTA SPA,HELINET AVIATION SERVICES LLC,VAN NUYS,CA,Model: A109E,medium,6,3,V
30GK,A31D99,0260103,A109S,AGUSTA SPA,AIRCRAFT PARTNER HOLDINGS INC TRUSTEE,FALLBROOK,CA,Model: A109S,medium,6,3,V
30NT,A31E37,1145005,AS350B3,AIRBUS HELICOPTERS INC,CITY OF ONTARIO,ONTARIO,CA,Model: AS350B3,medium,6,3,V
30RT,A31E82,8143008,S-76C,SIKORSKY,BANK OF UTAH TRUSTEE,SALT LAKE CITY,UT,Model: S-76C,medium,6,3,V
30RX,A31E86,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
30SH,A31E91,7103002,Unknown,Unknown,MEDIC CHOPPERS LLC,SPRINGDALE,AR,Owner name keyword,low,5,1,V
3104C,A349B8,7104402,Unknown,Unknown,FLIGHT TRAINING AIRCRAFT LLC,WILMINGTON,DE,Owner name keyword,low,5,1,V
31079,A34A40,1182108,Unknown,Unknown,TOP FLIGHT AVIATION OF MISSISSIPPI LLC,PICAYUNE,MS,Owner name keyword,low,6,3,V
3107K,A34A28,5190007,Unknown,Unknown,CUMULUS MEDIA,ALBUQUERQUE,NM,Owner name keyword,low,2,0,V
310BJ,A346F3,2074242,Unknown,Unknown,J A FLIGHT SERVICES LLC,SUGAR GROVE,IL,Owner name keyword,low,5,1,V
310SG,A34868,2074202,Unknown,Unknown,FLORIDA FLYERS FLIGHT ACADEMY INC,SAINT AUGUSTINE,FL,Owner name keyword,low,5,1,V
311AE,A34A8D,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
311KM,A34B75,2076405,Unknown,Unknown,DREAM FLIGHT FLORIDA LLC,WELLINGTON,FL,Owner name keyword,low,5,1,V
311MF,A34BA1,5620030,Unknown,Unknown,QUAD CITY HELICOPTER EMERGENCY MEDICAL SERVICE,DAVENPORT,IA,Owner name keyword,low,6,3,V
311PH,A34BD5,5620027,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
311WG,A34C83,8143008,S-76C,SIKORSKY,PENTAIR LLC,PALMETTO,FL,Model: S-76C,medium,6,3,V
3120X,A350AD,059013U,FLIGHTSTAR II SC,FOWLES RANDALL K,DOBSON ARTHUR F,SALOME,AZ,Model: FLIGHTSTAR II SC,medium,4,7,V
312PH,A34F8C,5620027,Unknown,Unknown,PHI HEALTH LLC,LAFAYETTE,LA,Owner name keyword,low,6,3,V
312RX,A34FCC,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,MCCLELLAN,CA,Owner name keyword,low,6,3,V
312RZ,A34FCE,06102BX,Unknown,Unknown,AIRBORNE AG SYSTEMS LLC,SUMMERSVILLE,KY,Owner name keyword,low,6,10,V
313RX,A35383,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
314AE,A355B2,1182110,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
314CM,A355EB,5170707,Unknown,Unknown,MEDIUM PLANE LLC,CARSON CITY,NV,Owner name keyword,low,5,5,V
314MZ,A356D8,05637QT,Unknown,Unknown,ZEMSTA MIKE,NEW BRITAIN,CT,Owner name keyword,low,4,8,V
314PH,A356FA,5620027,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
314RX,A3573A,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
3159J,A35D00,2071816,Unknown,Unknown,ICARO FLIGHT CLUB OF MIAMI INC,MIAMI,FL,Owner name keyword,low,4,8,V
315AE,A35969,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
315JC,A35A2F,8680615,Unknown,Unknown,ESSENTIAL FLIGHT OPERATIONS LLC,ARLINGTON,WA,Owner name keyword,low,6,3,V
315MF,A35A7D,5620030,Unknown,Unknown,QUAD CITY HELICOPTER EMERGENCY MEDICAL SERVICE,DAVENPORT,IA,Owner name keyword,low,6,3,V
315RX,A35AF1,5620030,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
315TL,A35B18,05642TM,Unknown,Unknown,FLIGHTS OF FANCY INC,WILMINGTON,DE,Owner name keyword,low,4,8,V
3166Y,A3605C,0390202,Unknown,Unknown,DIXIE CROP CARE INC,DIXIE,GA,Owner name keyword,low,4,2,V
3169K,A360B8,05901S4,FLIGHTSTAR II SL,FLIGHTSTAR INC,ISHERWOOD IAN,SILVERTON,OR,Model: FLIGHTSTAR II SL,medium,4,7,V
316AF,A35D21,3260122,Unknown,Unknown,AGAPE FLIGHTS INC,VENICE,FL,Owner name keyword,low,5,2,V
316CF,A35D53,1181511,Unknown,Unknown,LEADING EDGE FLIGHT ACADEMY LLC,BEND,OR,Owner name keyword,low,6,3,V
316RA,A35E93,2074242,Unknown,Unknown,LEADING EDGE FLIGHT SERVICES INC,HAMPSHIRE,IL,Owner name keyword,low,5,1,V
316RC,A35E95,1181511,Unknown,Unknown,HELICOPTER EMERGENCY LIFT PROGRAM,POMONA,NY,Owner name keyword,low,6,3,V
316RF,A35E98,3570101,Unknown,Unknown,CALIFORNIA FLIGHT MUSEUM,CORONADO,CA,Owner name keyword,low,4,4,V
316RX,A35EA8,5620010,EC135 P2+,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P2+; Owner name keyword,high,6,3,V
317PH,A3621F,5620027,Unknown,Unknown,PHI HEALTH LLC,LAFAYETTE,LA,Owner name keyword,low,6,3,V
317RX,A3625F,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
317VU,A362C0,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,METRO AVIATION INC,SHREVEPORT,LA,Model: EC135 P3,medium,6,3,V
3184T,A3677F,7640122,Unknown,Unknown,METROPLEX FLIGHT SERVICES LLC,FORT WORTH,TX,Owner name keyword,low,6,1,V
3188J,A36802,2071816,Unknown,Unknown,FLIGHT TIME BUILDERS INC,MEMPHIS,TN,Owner name keyword,low,4,8,V
318AE,A3648E,1182108,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
318CB,A364BD,7150006,Unknown,Unknown,BROWN FLIGHT PROPERTIES LLC,MIDLAND,TX,Owner name keyword,low,5,2,V
318MG,A365A3,1145004,AS350B3,AMERICAN EUROCOPTER CORP,NS AIR LEASING LLC,WILMINGTON,DE,Model: AS350B3,medium,6,3,V
318NW,A365CA,5170602,Unknown,Unknown,MED JETS USA INC,BOCA RATON,FL,Owner name keyword,low,5,5,V
318RF,A36606,06102D8,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,7,V
318RX,A36616,5620010,EC135 P2+,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P2+; Owner name keyword,high,6,3,V
31972,A36BA8,3951008,Unknown,Unknown,NIGHTHAWK AIR SYSTEMS INC,MIAMI,FL,Owner name keyword,low,5,1,V
319AE,A36845,1182110,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
319EN,A368B1,3300401,Unknown,Unknown,MEDIC CHOPPERS LLC,SPRINGDALE,AR,Owner name keyword,low,6,1,V
319MC,A36956,0260401,AW119MKII,AGUSTAWESTLAND PHILADELPHIA CO,MERCY FLIGHT CENTRAL HOLDING LLC,CANANDAIGUA,NY,Model: AW119MKII; Owner name keyword,high,6,3,V
319RX,A369CD,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: EC135 P3,medium,6,3,V
31BH,A34499,1145004,AS350B3,AMERICAN EUROCOPTER CORP,BRAINERD HELICOPTERS INC,LEESBURG,FL,Model: AS350B3,medium,6,3,V
31GJ,A34517,5170603,Unknown,Unknown,GLOBAL JETCARE INC,BROOKSVILLE,FL,Owner name keyword,low,5,5,V
31L,A34572,3800344,STD LIBELLE 201B,GLASFLUGEL,N31L LLC,FREDERICKSBURG,VA,Model: STD LIBELLE 201B,medium,1,0,V
31NS,A345B5,868096A,Unknown,Unknown,TEMSCO HELICOPTERS INC,KETCHIKAN,AK,Owner name keyword,low,6,3,V
31PC,A345C0,7102304,Unknown,Unknown,FLIGHT WORLD INC,SAN JUAN,PR,Owner name keyword,low,5,1,V
31PH,A345C5,060009B,Unknown,Unknown,ULTIMATE FLIGHT LLC,CARSON CITY,NV,Owner name keyword,low,7,8,V
31RX,A34605,5620030,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,6,3,V
320PH,A36F9D,5620030,Unknown,Unknown,PHI HEALTH LLC,LAFAYETTE,LA,Owner name keyword,low,6,3,V
320VF,A37031,05639S5,Unknown,Unknown,VERTICAL FLIGHT LLC,CHANDLER,AZ,Owner name keyword,low,6,1,V
3219K,A375A4,2074007,Unknown,Unknown,HERITAGE FLIGHT MUSEUM,BURLINGTON,WA,Owner name keyword,low,5,1,V
321QS,A37376,3801517,Unknown,Unknown,FLIGHT THRU LIFE INC,MONUMENT,CO,Owner name keyword,low,1,0,V
321RX,A37394,5620010,EC135 P2+,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P2+; Owner name keyword,high,6,3,V
3221M,A37845,7150004,Unknown,Unknown,GUARDIAN FLIGHT LLC,LEWISVILLE,TX,Owner name keyword,low,5,2,V
3226,A378E8,3800341,STANDARD LIBELLE,GLASFLUGEL,QT SOLUTIONS LLC,WILMINGTON,DE,Model: STANDARD LIBELLE,medium,1,0,V
322AH,A375C6,1145005,AS350B3,AIRBUS HELICOPTERS INC,SUPERIOR HELICOPTER SERVICES LLC,INDIANAPOLIS,IN,Model: AS350B3,medium,6,3,V
322HA,A3766E,207590R,Unknown,Unknown,AIR FLIGHT INC,FORT LAUDERDALE,FL,Owner name keyword,low,5,1,V
322RF,A3773B,06102D8,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,7,V
322RX,A3774B,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,MCCLELLAN,CA,Model: EC135 P3; Owner name keyword,high,6,3,V
322V,A37799,1145005,AS350B3,AIRBUS HELICOPTERS INC,DEPARTMENT OF HOMELAND SECURITY,WASHINGTON,DC,Model: AS350B3,medium,6,3,V
323CH,A379AF,8143009,S-76C-2,SIKORSKY,HELINET AVIATION SERVICES LLC,VAN NUYS,CA,Model: S-76C-2,medium,6,3,V
323PH,A37AC2,5620030,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
323RR,A37AFC,5170707,Unknown,Unknown,SAI FLIGHT SERVICES INC,GREER,SC,Owner name keyword,low,5,5,V
323RX,A37B02,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,FIRST-CITIZENS BANK & TRUST CO,MORRISTOWN,NJ,Model: EC135 P3,medium,6,3,V
3247B,A3807B,2808005,Unknown,Unknown,SLOWFLIGHT LLC,WILMINGTON,DE,Owner name keyword,low,4,2,V
324BF,A37D4B,1145005,AS350B3,AIRBUS HELICOPTERS INC,RIVERBEND ENTERPRISES INC,IDAHO FALLS,ID,Model: AS350B3,medium,6,3,V
324DG,A37D7E,05641AK,Unknown,Unknown,FLIGHT 861 LLC,BONITA SPRINGS,FL,Owner name keyword,low,5,8,V
324J,A37DF4,05621BH,Unknown,Unknown,BARROSO-ANDINO ANGEL G,BAYAMON,PR,Owner name keyword,low,4,7,V
324PH,A37E79,5620030,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
324RF,A37EA9,06102D8,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,7,V
324RX,A37EB9,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NORTH SALT LAKE,UT,Model: EC135 P3,medium,6,3,V
3259J,A3847F,2071816,Unknown,Unknown,PREFLIGHT AVIATION INC,OREGON,WI,Owner name keyword,low,4,8,V
325AE,A380E8,1182110,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
325PH,A38230,5620030,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
325RX,A38270,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P3; Owner name keyword,high,6,3,V
325TX,A382A2,3260414,Unknown,Unknown,CONCHO FLIGHT SUPPORT LLC,SAN ANGELO,TX,Owner name keyword,low,5,5,V
3262R,A38748,7150004,Unknown,Unknown,EAGLEMED LLC,WICHITA,KS,Owner name keyword,low,5,2,V
3263C,A3875E,1152911,Unknown,Unknown,EAGLEMED LLC,WICHITA,KS,Owner name keyword,low,5,2,V
3263N,A38768,7150004,Unknown,Unknown,GUARDIAN FLIGHT LLC,LEWISVILLE,TX,Owner name keyword,low,5,2,V
326JC,A38565,05638W4,Unknown,Unknown,CAREY MARK,ORANGEVALE,CA,Owner name keyword,low,4,8,V
326MH,A385B5,5626008,BO105CBS,MESSERSCHMITT,MARITIME HELICOPTERS INC,HOMER,AK,Model: BO105CBS,medium,6,3,V
326PD,A385E3,1145000,AS350B2,AMERICAN EUROCOPTER LLC,CITY OF ANAHEIM,FULLERTON,CA,Model: AS350B2,medium,6,3,V
326PH,A385E7,5620030,Unknown,Unknown,PHI HEALTH LLC,LAFAYETTE,LA,Owner name keyword,low,6,3,V
326RX,A38627,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P3; Owner name keyword,high,6,3,V
326XA,A386A8,06102IQ,Unknown,Unknown,ALAKAI DEFENSE SYSTEMS INC,LARGO,FL,Owner name keyword,low,6,10,V
3279P,A38BF2,7102304,Unknown,Unknown,SOUTH BAY FLIGHT TRAINING CENTER,CAROLINA,PR,Owner name keyword,low,5,1,V
327AE,A38856,1182108,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
327AL,A3885C,0610058,Unknown,Unknown,AO FLIGHT APPLICATIONS LLC,HARKER HEIGHTS,TX,Owner name keyword,low,6,10,V
327DW,A388B1,4222080,Unknown,Unknown,NORTH FLIGHT AERO MED,GRAND RAPIDS,MI,Owner name keyword,low,5,2,V
327MH,A3896C,5626006,BO-105S,MESSERSCHMITT-BOELKOW-BLOHM,MARITIME HELICOPTERS INC,HOMER,AK,Model: BO-105S,medium,6,3,V
327R,A389C8,7150007,Unknown,Unknown,HEALTH CARE CAPITAL OF NORTH CAROLINA LLC,ATLANTA,GA,Owner name keyword,low,5,2,V
327RF,A389CE,06102D8,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,7,V
327VA,A38A2D,8143008,S-76C,SIKORSKY,AIR WOLFPACK LLC,GRAND RAPIDS,MI,Model: S-76C,medium,6,3,V
3280P,A38E6E,7102302,Unknown,Unknown,RIGGIN FLIGHT SERVICE INC,MADISON,SD,Owner name keyword,low,5,1,V
328PK,A38D57,8143008,S-76C,SIKORSKY,ONYX AVIATION LLC,NEEDHAM,MA,Model: S-76C,medium,6,3,V
328RF,A38D85,06102D8,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,7,V
328RX,A38D95,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P3; Owner name keyword,high,6,3,V
3299P,A39360,0970106,Unknown,Unknown,AIR CARE LEASING LLC,LAMAR,CO,Owner name keyword,low,4,2,V
329AG,A38FC6,06102FP,Unknown,Unknown,AGRIFLIGHT LLC,HILBERT,WI,Owner name keyword,low,6,10,V
329PH,A3910C,5620027,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
329RF,A3913C,06102D8,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,7,V
329RX,A3914C,5620040,EC135 P3,AIRBUS HELICOPTERS DEUTSCHLAND,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Model: EC135 P3; Owner name keyword,high,6,3,V
329SD,A39153,7102308,Unknown,Unknown,ACE FLIGHT CENTER INC,ST THOMAS,VI,Owner name keyword,low,5,1,V
32AE,A36BFC,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
32DC,A36C45,4220014,Unknown,Unknown,FLIGHT X LLC,LAKE WYLIE,SC,Owner name keyword,low,5,2,V
32FE,A36C79,1182220,Unknown,Unknown,AMERICAN TRANSMISSION SYSTEMS INC,AKRON,OH,Owner name keyword,low,6,3,V
32GG,A36C94,05619ON,Unknown,Unknown,MEDEX CONSULTING LLC,RICHFIELD,OH,Owner name keyword,low,4,8,V
32HH,A36CAE,5170531,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,5,5,V
32NG,A36D2A,0260101,A109E,AGUSTA SPA,BEST AIRCRAFT DEALS LLC,SALT LAKE CITY,UT,Model: A109E,medium,6,3,V
32TT,A36DB2,0690009,Unknown,Unknown,SKYHAWK FLIGHT LLC,TOLEDO,WA,Owner name keyword,low,4,8,V
3304T,A398C5,3800337,H 301 LIBELLE,GLASFLUGEL,BIRD BRIAN A,HUTCHINSON,KS,Model: H 301 LIBELLE,medium,1,0,V
330JN,A396A4,0260130,AW119MKII,AGUSTA SPA,ERA HELICOPTERS LLC,LAKE CHARLES,LA,Model: AW119MKII,medium,6,3,V
330PH,A3971C,5620030,Unknown,Unknown,PHI HEALTH LLC,PHOENIX,AZ,Owner name keyword,low,6,3,V
331LM,A39A8C,7103420,Unknown,Unknown,ISLANDFLIGHT CO,WILMINGTON,DE,Owner name keyword,low,5,1,V
331RV,A39B11,0690009,Unknown,Unknown,CAREER PATH AVIATION LLC,PORTLAND,OR,Owner name keyword,low,4,8,V
3320A,A39F96,1145005,AS350B3,AIRBUS HELICOPTERS INC,DEPARTMENT OF HOMELAND SECURITY,WASHINGTON,DC,Model: AS350B3,medium,6,3,V
3322G,A39FE2,7103902,Unknown,Unknown,LONE STAR FLIGHT MUSEUM,HOUSTON,TX,Owner name keyword,low,5,1,V
332HK,A39DF6,06102HG,Unknown,Unknown,AHMED KHALIL,SANGER,CA,Owner name keyword,low,6,10,V
332JP,A39E13,0260120,A109A II,AGUSTA SPA,AERONAUTICAL AIRMOTIVE MODIFICATIONS INC,BISCAYNE PARK,FL,Model: A109A II,medium,6,3,V
332PH,A39E8A,5620030,Unknown,Unknown,PHI HEALTH LLC,PHOENX,AZ,Owner name keyword,low,6,3,V
3330M,A3A358,1152740,Unknown,Unknown,MAINE INSTRUMENT FLIGHT,AUGUSTA,ME,Owner name keyword,low,5,1,V
333AB,A3A0F6,1880281,Unknown,Unknown,GLOBAL MEDIA BOX,ALBUQUERQUE,NM,Owner name keyword,low,2,0,V
333BH,A3A115,3260306,Unknown,Unknown,BLH FLIGHT LLC,LAS VEGAS,NV,Owner name keyword,low,5,5,V
333BR,A3A11D,0390308,Unknown,Unknown,B&R AERIAL CROP CARE INC,CONNELL,WA,Owner name keyword,low,4,2,V
333CV,A3A13A,060009K,Unknown,Unknown,RAYMOND FLIGHT SERVICES LLC,SAN ANTONIO,TX,Owner name keyword,low,4,8,V
333ML,A3A212,3390119,Unknown,Unknown,SENECA FLIGHT GROUP LLC,CLEARWATER,FL,Owner name keyword,low,4,2,V
333QT,A3A264,7150006,Unknown,Unknown,Q FLIGHT LLC,BERNARDSVILLE,NJ,Owner name keyword,low,5,2,V
333RW,A3A280,6400712,Unknown,Unknown,LONE STAR FLIGHT MUSEUM,HOUSTON,TX,Owner name keyword,low,5,1,V
334AE,A3A4B0,1182108,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
334CT,A3A4EF,0600001,Unknown,Unknown,ANGEL LLC,MISSOULA,MT,Owner name keyword,low,4,8,V
334JT,A3A585,0260101,A109E,AGUSTA SPA,ERA HELICOPTERS LLC,LAKE CHARLES,LA,Model: A109E,medium,6,3,V
335DH,A3A8B5,5620030,Unknown,Unknown,MARY HITCHCOCK MEMORIAL HOSPITAL,LEBANON,NH,Owner name keyword,low,6,3,V
335EE,A3A8CB,06102FP,Unknown,Unknown,HEALTHY ACRES AERIAL APPLICATIONS LLC,MARTIN,MI,Owner name keyword,low,6,10,V
335ML,A3A980,5620030,Unknown,Unknown,MERCY HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,Owner name keyword,low,6,3,V
33609,A3AE93,3800344,STD LIBELLE 201B,GLASFLUGEL,WEYL JONATHAN V,ROYAL PALM BEACH,FL,Model: STD LIBELLE 201B,medium,1,0,V
33612,A3AEAF,2730106,Unknown,Unknown,PMDG FLIGHT OPERATIONS LLC,ALEXANDRIA,VA,Owner name keyword,low,5,5,V
3366G,A3AF4A,06102FV,Unknown,Unknown,GREENE COUNTY CAREER CENTER,XENIA,OH,Owner name keyword,low,6,10,V
336AE,A3AC1E,1181455,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
336BA,A3AC33,1360312,Unknown,Unknown,HERITAGE FLIGHT FOUNDATION,PAWCATUCK,CT,Owner name keyword,low,1,0,V
336LA,A3AD14,7150062,Unknown,Unknown,REACH AIR MEDICAL SERVICES LLC,SANTA ROSA,CA,Owner name keyword,low,5,2,V
336QG,A3AD7E,06102EN,Unknown,Unknown,REENE COUNTY CAREER CENTER,XENIA,OH,Owner name keyword,low,6,10,V
336RF,A3AD96,06102HT,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,6,10,V
337AE,A3AFD5,1182107,Unknown,Unknown,AIR EVAC EMS INC,O FALLON,MO,Owner name keyword,low,6,3,V
337CG,A3B009,2075726,Unknown,Unknown,H&J FLIGHT ONE LLC,SUN CITY WEST,AZ,Owner name keyword,low,5,1,V
337KG,A3B0B8,06102EN,Unknown,Unknown,GREENE COUNTY CAREER CENTER,XENIA,OH,Owner name keyword,low,6,10,V
337PH,A3B11D,5620030,Unknown,Unknown,PHI HEALTH LLC,LAFAYETTE,LA,Owner name keyword,low,6,3,V
337RF,A3B14D,06102HT,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,6,10,V
338AF,A3B38D,1154161,Unknown,Unknown,AMERIFLIGHT LLC,DALLAS,TX,Owner name keyword,low,5,2,V
338CT,A3B3CB,9000001,Unknown,Unknown,AV8 FLIGHT ASSETS LLC,EDEN PRAIRIE,MN,Owner name keyword,low,6,1,V
338RF,A3B504,06102HU,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASAS,VA,Owner name keyword,low,4,10,V
338SJ,A3B520,7103812,Unknown,Unknown,MEDFIELD INVESTMENT GROUP INC,CHEYENNE,WY,Owner name keyword,low,4,8,V
33929,A3B9FE,8051606,Unknown,Unknown,HIGH FLIGHTS SOARING CLUB INC,PEYTON,CO,Owner name keyword,low,1,0,V
3393W,A3BA14,06102D3,Unknown,Unknown,STATE OF WASHINGTON DEPT OF FISH AND WILDLIFE,OLYMPIA,WA,Owner name keyword,low,6,10,V
33966,A3BA87,8051606,Unknown,Unknown,FLIGHT EXPERIENCE FOR YOUTH,WARREN,VT,Owner name keyword,low,1,0,V
339AV,A3B752,7450004,Unknown,Unknown,KMWFLIGHT LLC,WILMINGTON,DE,Owner name keyword,low,5,5,V
339BC,A3B75A,06001AB,Unknown,Unknown,GET INSPIRED FLIGHT INC,ALPHARETTA,GA,Owner name keyword,low,4,8,V
339RF,A3B8BB,06102HU,Unknown,Unknown,RAPIDFLIGHT HOLDINGS LLC,MANASSAS,VA,Owner name keyword,low,4,10,V
339SD,A3B8D2,1145005,AS350B3,AIRBUS HELICOPTERS INC,ERIE COUNTY SHERIFFS OFFICE,BUFFALO,NY,Model: AS350B3,medium,6,3,V
33HF,A3942B,1182154,Unknown,Unknown,HALO-FLIGHT INC,CORPUS CHRISTI,TX,Owner name keyword,low,6,3,V
33JP,A3944C,1151004,Unknown,Unknown,SCENIC FLIGHT ADVENTURES LLC,COEUR D ALENE,ID,Owner name keyword,low,5,1,V
33MX,A3949F,05642HZ,Unknown,Unknown,MAGNIFLIGHT LLC,PENSACOLA,FL,Owner name keyword,low,9,1,V
33WL,A39575,5170707,Unknown,Unknown,WL FLIGHT INTERESTS INC,TULSA,OK,Owner name keyword,low,5,5,V
340BD,A3BD6B,2076405,Unknown,Unknown,BD FLIGHT SERVICES LLC,KEARNEY,NE,Owner name keyword,low,5,1,V
340BS,A3BD78,2076404,Unknown,Unknown,CAREY JOHN P DBA,MARANA,AZ,Owner name keyword,low,5,1,V
340FA,A3BDCC,2076405,Unknown,Unknown,IN FLIGHT DYNAMICS LLC,KIRTLAND,OH,Owner name keyword,low,5,1,V
